poi_id,名称,类型,类型名,地址,经度_gcj02,纬度_gcj02,经度_wgs84,纬度_wgs84
B001D0WN5K,团结路住宅小区,120302,商务住宅;住宅区;住宅小区,丰镐二路与团结二路交叉口东120米,108.885083,34.262322,108.878583,34.256322
B0LAUU02LY,园林局家属院,120302,商务住宅;住宅区;住宅小区,环城西路南段与丰庆路交叉口西北20米,108.923139,34.251116,108.916639,34.245116
B0FFF9WH9H,围墙巷1号院,120302,商务住宅;住宅区;住宅小区,围墙巷1号(永宁门地铁站B西南口步行420米),108.945390,34.246018,108.938890,34.240018
B0LK0Y7R2R,围墙巷1号院-北楼,120000,商务住宅;商务住宅相关;商务住宅相关,围墙巷与长安北路辅路交叉口西140米,108.945343,34.246174,108.938843,34.240174
B0FFH1D7WC,国家外包示范基地,120100,商务住宅;产业园区;产业园区,丈八沟街道丈八三路,108.878010,34.191891,108.871510,34.185891
B0LR0OP3HO,国家外包示范基地C座,120201|120100,商务住宅;楼宇;商务写字楼|商务住宅;产业园区;产业园区,西安软件园C座(锦业一路),108.877275,34.191825,108.870775,34.185825
B0FFH1NYAD,国家外包示范基地E座,120201|120100,商务住宅;楼宇;商务写字楼|商务住宅;产业园区;产业园区,西安软件园西安软件园E座(锦业一路),108.878470,34.191928,108.871970,34.185928
B0L0OUIW90,国家外包示范基地G座,120201|120100,商务住宅;楼宇;商务写字楼|商务住宅;产业园区;产业园区,丈八沟街道丈八三路国家外包示范基地,108.878075,34.191725,108.871575,34.185725
B0HKASGHJ9,国家新一代人工智能产业园,120100,商务住宅;产业园区;产业园区,上林苑一路与毕原二路交叉口东南200米,108.834707,34.164880,108.828207,34.158880
B0FFGAA7OE,国家服务软件基地2区,120100,商务住宅;产业园区;产业园区,锦业一路与锦业三街交叉口西140米,108.877360,34.191011,108.870860,34.185011
B0FFHNHRHM,国家电网大厦,120201,商务住宅;楼宇;商务写字楼,高新六路与科技一路交叉口西北80米,108.876515,34.228886,108.870015,34.222886
B0L0CC0813,国家电网大厦南楼,120201,商务住宅;楼宇;商务写字楼,高新六路与科技一路交叉口西北80米,108.876525,34.228875,108.870025,34.222875
B001D119GF,国宾中央区,120302,商务住宅;住宅区;住宅小区,丈八北路与科技路交汇处,108.873218,34.208019,108.866718,34.202019
B0FFG3Z6GY,国宾中央区1期,120302,商务住宅;住宅区;住宅小区,科技七路,108.871456,34.208634,108.864956,34.202634
B0FFIU3EU1,国熙台2期,120000,商务住宅;商务住宅相关;商务住宅相关,德兴巷与高新六路交叉口东60米,108.879092,34.242701,108.872592,34.236701
B0FFFGUIA5,国瑞·西安金融中心IFC,120201,商务住宅;楼宇;商务写字楼,锦业路10号,108.882196,34.193013,108.875696,34.187013
B0FFKX36TV,国税局家属院,120300,商务住宅;住宅区;住宅区,西工大北路建新村128号,108.920714,34.249716,108.914214,34.243716
B0L3HC79IV,国药未来大健康产业基地,120100,商务住宅;产业园区;产业园区,锦业路72号(丈八六路地铁站C口步行260米),108.859764,34.193475,108.853264,34.187475
B001D0Z6HC,国萃多肽产业园,120100,商务住宅;产业园区;产业园区,丈八东路与科技七路交叉口东南100米,108.878070,34.207251,108.871570,34.201251
B0G3AOKU3E,国金商务,120201,商务住宅;楼宇;商务写字楼,枣园西路与汉城北路交叉口西180米,108.870011,34.274596,108.863511,34.268596
B001D14Q3S,土地家园,120302,商务住宅;住宅区;住宅小区,广场南路与西长安街辅路交叉口南220米,108.927566,34.154846,108.921066,34.148846
B0M6XURQ6E,土地局家属院,120302,商务住宅;住宅区;住宅小区,西长安街辅路与府东一路交叉口西180米,108.908125,34.157225,108.901625,34.151225
B0J6AKTWFS,土门东路社区,120302,商务住宅;住宅区;住宅小区,团结西路与汉城南路交叉口东240米,108.874639,34.264776,108.868139,34.258776
B0L03RCU1P,土门制药厂十字,120000,商务住宅;商务住宅相关;商务住宅相关,汉城南路与汉城西路交叉口南140米,108.871925,34.261125,108.865425,34.255125
B0K1USCO56,土门社区卫生服务中心家属院,120302,商务住宅;住宅区;住宅小区,李家楼路210号,108.878889,34.254752,108.872389,34.248752
B001D0W05C,土门街道桥西巷家属院,120302,商务住宅;住宅区;住宅小区,创新路土门桥西巷中段,108.884849,34.255902,108.878349,34.249902
B001D09RJL,圣合家园,120302,商务住宅;住宅区;住宅小区,韦曲街道广场西路36号,108.926014,34.161539,108.919514,34.155539
B0J60ZCRB6,圣合家园一期,120302,商务住宅;住宅区;住宅小区,韦曲街道广场西路,108.924851,34.161705,108.918351,34.155705
B0FFLNC6UA,圣合家园二期南区,120302,商务住宅;住宅区;住宅小区,广场北路与长安新天地商业步行街交叉口东100米,108.928421,34.160517,108.921921,34.154517
B0FFJWYDDJ,圣娜大厦,120201,商务住宅;楼宇;商务写字楼,博士路与艺术大街交叉口东南60米,108.869781,34.177456,108.863281,34.171456
B0KRBZRC8H,在春大厦,120201,商务住宅;楼宇;商务写字楼,丈八路,108.871058,34.244561,108.864558,34.238561
B0K0TCMFLW,地建嘉信臻境(建设中),120302,商务住宅;住宅区;住宅小区,和平工业园六号路8号(阿房宫南地铁站B口步行190米),108.822883,34.250660,108.816383,34.244660
B001D0WHQV,地电广场,120203,商务住宅;楼宇;商住两用楼宇,唐延路与科技四路交汇处东南角,108.891501,34.219449,108.885001,34.213449
B0FFGB60TF,地电广场E座,120203,商务住宅;楼宇;商住两用楼宇,科技四路地电广场,108.891409,34.219472,108.884909,34.213472
B0FFGC4HES,坤元时光城,120302,商务住宅;住宅区;住宅小区,太白南路20号,108.901919,34.206987,108.895419,34.200987
B0LRAP08BR,坤商贸楼,120201,商务住宅;楼宇;商务写字楼,丈八西路与西三环路南段交叉口东280米,108.849775,34.199275,108.843275,34.193275
B0IU1AXRWN,坤淼共享办公大厦,120201|070000,商务住宅;楼宇;商务写字楼|生活服务;生活服务场所;生活服务场所,唐延路北段20号太和时代广场D座,108.887567,34.247626,108.881067,34.241626
B0LRVAJMII,城南公寓,120302,商务住宅;住宅区;住宅小区,何家营村学前师范学院东门往北20米路西,108.938636,34.130668,108.932136,34.124668
B0M6XUQKPW,城南新天地南区,120302,商务住宅;住宅区;住宅小区,府东一路与西长安街辅路交叉口南100米,108.910425,34.156325,108.903925,34.150325
B0KUS5SDUS,城市风景,120302,商务住宅;住宅区;住宅小区,科技七路与丈八东路交叉口西北100米,108.876485,34.208526,108.869985,34.202526
B001D0Z2WB,城市风景·8号府邸,120302,商务住宅;住宅区;住宅小区,科技七路与丈八北路交汇处东,108.876589,34.208431,108.870089,34.202431
B0GK6PNZ70,城市风景·夏日景色,120302,商务住宅;住宅区;住宅小区,科技三路与丈八北路交叉口东80米,108.873913,34.222659,108.867413,34.216659
B001D14W86,城市风景·夏日景色1区,120302,商务住宅;住宅区;住宅小区,西安高新开发区科技二路,108.873797,34.224121,108.867297,34.218121
B001D14XG5,城市风景·夏日景色2区,120302,商务住宅;住宅区;住宅小区,西安高新区科技二路78号,108.874026,34.221320,108.867526,34.215320
B0L296Q9ZE,壹元街区,120000,商务住宅;商务住宅相关;商务住宅相关,电子二路与太白南路交叉口东南80米,108.908525,34.211625,108.902025,34.205625
B0LUXAMTB2,壹家公寓,120300,商务住宅;住宅区;住宅区,锦业四路与仓颉巷交叉口西100米,108.848600,34.173630,108.842100,34.167630
B0FFFOBP4Q,复地优尚国际,120302,商务住宅;住宅区;住宅小区,鱼斗路154号,108.853551,34.228633,108.847051,34.222633
B001D0W90Z,复地优尚国际一期,120302,商务住宅;住宅区;住宅小区,鱼斗路158号,108.853699,34.228043,108.847199,34.222043
B0FFFO3OVL,复地优尚国际二期,120302,商务住宅;住宅区;住宅小区,福谦路与化龙二路交叉口东140米,108.853297,34.229406,108.846797,34.223406
B0LRKMGUPX,外国语家属院,120302,商务住宅;住宅区;住宅小区,博爱路与悬铃路交叉口东北80米,108.951825,34.207925,108.945325,34.201925
B001D14WHW,外贸家属院,120302,商务住宅;住宅区;住宅小区,高新一路37号(甘家寨地铁站D口步行400米),108.898778,34.226219,108.892278,34.220219
B0FFFAA3KN,大仁新苑,120302,商务住宅;住宅区;住宅小区,郭杜街道邓店小学西侧,108.850516,34.154364,108.844016,34.148364
B0LB9RY6LK,大修北院,120302,商务住宅;住宅区;住宅小区,土门坊与大庆路交叉口南160米,108.887875,34.267575,108.881375,34.261575
B001D092JH,大华·阳光曼哈顿,120302,商务住宅;住宅区;住宅小区,太白南路118号,108.907031,34.212681,108.900531,34.206681
B0JG3SV9TE,大华股份西安数智产业园,120100,商务住宅;产业园区;产业园区,天谷五路与云水二路交叉路口往南约110米,108.834316,34.218146,108.827816,34.212146
B0M65SHWFJ,大华股份西安数智产业园1号楼,120100,商务住宅;产业园区;产业园区,天谷六路与云水一路交叉口西160米,108.835542,34.217253,108.829042,34.211253
B0LKTUWGFB,大华股份西安数智产业园写字楼,120201,商务住宅;楼宇;商务写字楼,天谷五路与云水一路交叉口西南160米,108.835056,34.218991,108.828556,34.212991
B0LGCHR7JJ,大唐西市3期,120302,商务住宅;住宅区;住宅小区,桃园南路辅路与二环南路西段辅路交叉口东北80米,108.901156,34.243994,108.894656,34.237994
B0FFG2KNRA,大土门开远社区,120302,商务住宅;住宅区;住宅小区,沣惠路与土门坊交叉口西北140米,108.888892,34.266411,108.882392,34.260411
B001D0894Z,大土门社区,120302,商务住宅;住宅区;住宅小区,沣惠路北段(开远门地铁站B西南口步行110米),108.891702,34.268057,108.885202,34.262057
B0J2HZ10GN,大夏中心(建设中),120000,商务住宅;商务住宅相关;商务住宅相关,锦业路与丈八五路十字东南角,108.863875,34.192325,108.857375,34.186325
B0FFGG7W27,大天国际,120201,商务住宅;楼宇;商务写字楼,团结南路10号,108.881549,34.231914,108.875049,34.225914
B0H35H3PIQ,大学南路小区,120302,商务住宅;住宅区;住宅小区,大学南路与边西街交叉口西150米,108.924701,34.245888,108.918201,34.239888
B0H3XC1ON7,大寨子村小区,120302,商务住宅;住宅区;住宅小区,多元路与百川东路交叉口东北380米,108.864160,34.242378,108.857660,34.236378
B0FFG8QVBD,大寨路9号家属院,120302,商务住宅;住宅区;住宅小区,团结南路与大寨路交叉口北180米,108.881330,34.246736,108.874830,34.240736
B0LR01NIQI,大庆路坚果盒子商业中心C区,120000,商务住宅;商务住宅相关;商务住宅相关,大庆路与建中巷交叉口南120米,108.920325,34.268725,108.913825,34.262725
B0LRLNM56Y,大明宫办公楼,120201|110000,商务住宅;楼宇;商务写字楼|风景名胜;风景名胜相关;旅游景点,郭杜西街与西沣中路交叉口西北180米,108.862096,34.161452,108.855596,34.155452
B0HASU6MM9,大景国际,120300,商务住宅;住宅区;住宅区,启迪中心T5,108.882955,34.226114,108.876455,34.220114
B0LAAHG3P0,大板楼,120000,商务住宅;商务住宅相关;商务住宅相关,枣园西路与枣园北路交叉口南180米,108.864383,34.276553,108.857883,34.270553
B0KUFSPX6M,大湘子庙街3号院,120302,商务住宅;住宅区;住宅小区,湘子庙街与南大街辅路交叉口西140米,108.945392,34.253251,108.938892,34.247251
B0M6LD59SC,大秦七十二坊宿舍楼,120303,商务住宅;住宅区;宿舍,天台路与天台二路交叉口北100米,108.825875,34.264625,108.819375,34.258625
B0FFFGUF1Q,大秦温泉养生苑综合办公楼,120201,商务住宅;楼宇;商务写字楼,天台路南段a15号大秦温泉养生苑御寝宫,108.829943,34.264669,108.823443,34.258669
B0K0ACH27V,大茂城·云峰,120302,商务住宅;住宅区;住宅小区,丈八北路232号(丈八北路地铁站B口步行220米),108.871904,34.238962,108.865404,34.232962
B0L0DNM1DK,大茂城·云峰625,120302,商务住宅;住宅区;住宅小区,丈八北路与科技西路交叉口西北160米,108.871470,34.238734,108.864970,34.232734
B0LBTC2V39,大茂城·云玺,120000,商务住宅;商务住宅相关;商务住宅相关,丈八北路466号大茂城,108.871384,34.237783,108.864884,34.231783
B0IUM4CO0O,大茂城公寓(大茂城购物中心店),120302,商务住宅;住宅区;住宅小区,大茂城购物中心(丈八北路地铁站B口步行100米),108.871723,34.237670,108.865223,34.231670
B0L6MUNES1,大茂城北楼,120000,商务住宅;商务住宅相关;商务住宅相关,大茂城(丈八北路地铁站B口步行170米),108.871509,34.238523,108.865009,34.232523
B0FFLJP5QE,大茂城购物中心,120201|060101,商务住宅;楼宇;商务写字楼|购物服务;商场;购物中心,丈八北路与科技西路交叉口西北120米,108.871327,34.238226,108.864827,34.232226
B0FFHC3VUA,大西互联网产业园,120100,商务住宅;产业园区;产业园区,翠华路9号,108.956795,34.204414,108.950295,34.198414
B0FFHQOOPM,大车家巷九号院,120302,商务住宅;住宅区;住宅小区,大车家巷9号,108.942604,34.254451,108.936104,34.248451
B0LDM70RG0,大雅生活广场,120000,商务住宅;商务住宅相关;商务住宅相关,温国堡社区商铺,108.899604,34.148238,108.893104,34.142238
B0K16DTDYH,大马路小区,120302,商务住宅;住宅区;住宅小区,枣园西路与汉城北路交叉口北280米,108.870347,34.276740,108.863847,34.270740
B0LR0OOTJO,天一公馆B座,120201,商务住宅;楼宇;商务写字楼,唐延路15号天一国际(科技二路地铁站D口步行360米),108.891375,34.227775,108.884875,34.221775
B0LAJDIJQH,天一公馆商务(Kparty),120000,商务住宅;商务住宅相关;商务住宅相关,唐延路96号,108.890763,34.227692,108.884263,34.221692
B0G1ZZ5DRM,天一国际,120201,商务住宅;楼宇;商务写字楼,唐延路15号,108.890748,34.227681,108.884248,34.221681
B0FFFGX6CY,天台三路C-南区,120302,商务住宅;住宅区;住宅小区,天台三路南150米,108.818062,34.265414,108.811562,34.259414
B0M6KMBQIM,天台五路28号,120302,商务住宅;住宅区;住宅小区,阿房一路辅路与天台七路交叉口南400米,108.819989,34.274360,108.813489,34.268360
B0M6CHUTF9,天台六路5号院,120300,商务住宅;住宅区;住宅区,天台六路与天台路交叉口西160米,108.823792,34.277084,108.817292,34.271084
B0M6XSPBUC,天台四路36号,120302,商务住宅;住宅区;住宅小区,天台路b036号,108.824734,34.269866,108.818234,34.263866
B001D08NBJ,天台新嘉园,120302,商务住宅;住宅区;住宅小区,天台路B56号附近,108.824297,34.274773,108.817797,34.268773
B0FFH62W6O,天台温泉新嘉园,120302|071400,商务住宅;住宅区;住宅小区|生活服务;洗浴推拿场所;洗浴推拿场所,天台路B058号世纪大道工商所附近,108.825319,34.275035,108.818819,34.269035
B0LRPXS7NT,天台路社区,120302,商务住宅;住宅区;住宅小区,,108.819125,34.270875,108.812625,34.264875
B0IKJU9HDW,天合康悦(恭张新村分店),120302,商务住宅;住宅区;住宅小区,锦业三路与造字台路交叉口西南240米,108.849648,34.178369,108.843148,34.172369
B0FFG4W8UN,天地源·丹轩梓园,120302,商务住宅;住宅区;住宅小区,科技二路和高新一路交汇处西南角,108.895163,34.223612,108.888663,34.217612
B0GKNZ8NEB,天地源·云水天境,120302,商务住宅;住宅区;住宅小区,高新区软件新城云水二路与天谷六路十字西北角,108.830746,34.218319,108.824246,34.212319
B001D09IKC,天地源·兰亭坊,120302,商务住宅;住宅区;住宅小区,高新区科技六路中段枫林绿洲南门斜对面,108.897626,34.209980,108.891126,34.203980
B0FFLJU9YU,天地源·兰亭坊北区,120302,商务住宅;住宅区;住宅小区,科技六路与木塔寺路交叉口西南160米,108.897617,34.210679,108.891117,34.204679
B0IROHWACF,天地源·兰亭坊南区,120302,商务住宅;住宅区;住宅小区,木塔寺路与木塔寺东路交叉口西120米,108.897625,34.208616,108.891125,34.202616
B001D14XFV,天地源·杰座公寓,120302,商务住宅;住宅区;住宅小区,高新科技路枫叶新都市北门,108.886182,34.236698,108.879682,34.230698
B001D02D39,天地源·杰座广场,120201,商务住宅;楼宇;商务写字楼,沣惠南路4号(延平门地铁站C1东南口旁),108.887307,34.236572,108.880807,34.230572
B001D09PSX,天地源·枫林意树,120302,商务住宅;住宅区;住宅小区,高新奥林匹克公园以北(团结南路与科技六路交汇处西南角),108.878540,34.210346,108.872040,34.204346
B001D08AW5,天地源·枫林绿洲B区,120302,商务住宅;住宅区;住宅小区,高新区科技四路2号,108.900417,34.214850,108.893917,34.208850
B0FFL5XYZL,天地源·枫林绿洲C区,120302,商务住宅;住宅区;住宅小区,科技六路与白沙路交叉口西北180米,108.900508,34.212833,108.894008,34.206833
B0I1NH66YK,天地源·棠樾坊,120302,商务住宅;住宅区;住宅小区,雷沣路Y330号,108.819788,34.129965,108.813288,34.123965
B0IKSZXT4I,天地源·永安华府,120302,商务住宅;住宅区;住宅小区,纬三十路与经二十六路交汇处东南角,108.828053,34.148738,108.821553,34.142738
B0FFGVH7OQ,天地源万熙天地,120302,商务住宅;住宅区;住宅小区,长善路122号,108.899901,34.193073,108.893401,34.187073
B0IAGA4MFG,天地源万熙天地2期,120302,商务住宅;住宅区;住宅小区,长吉路与东华林路交叉口西北160米,108.900630,34.194303,108.894130,34.188303
B0J6ZCU99R,天地源万熙天地3期,120302,商务住宅;住宅区;住宅小区,长沣路677号,108.900523,34.192416,108.894023,34.186416
B0L3SA34EH,天地源云和锦上,120302,商务住宅;住宅区;住宅小区,云水四路以东云水三路以西天谷五路中段,108.826391,34.218091,108.819891,34.212091
B0L1376EDO,天地源杰座广场C座,120201,商务住宅;楼宇;商务写字楼,沣惠南路4号天地源·杰座广场,108.887316,34.236565,108.880816,34.230565
B0JBNCZH3B,天地源棠颂坊(建设中),120302,商务住宅;住宅区;住宅小区,兴德路 635 号,108.819062,34.140981,108.812562,34.134981
B0JRXM3Y5Q,天地源高新宸樾,120302,商务住宅;住宅区;住宅小区,科技七路与化龙一路交叉口东160米,108.858813,34.209587,108.852313,34.203587
B0LR0OPEFI,天安人寿大厦B号楼,120201,商务住宅;楼宇;商务写字楼,锦业路11号西安中汇人寿中心,108.879475,34.194425,108.872975,34.188425
B0FFH89FG0,天朗·五珑,120000,商务住宅;商务住宅相关;商务住宅相关,西沣路与西部大道十字东北角,108.884305,34.172692,108.877805,34.166692
B001D09T9A,天朗·莱茵小城,120302,商务住宅;住宅区;住宅小区,昆明路6号,108.861669,34.254834,108.855169,34.248834
B0IAFCAQ5T,天朗·莱茵小城1期,120302,商务住宅;住宅区;住宅小区,红光路辅路与汇才巷交叉口南480米,108.862060,34.255082,108.855560,34.249082
B001D14Q1B,天朗·莱茵小城2期,120302,商务住宅;住宅区;住宅小区,昆明路和丈八北路交汇口往西约200米,108.858578,34.254997,108.852078,34.248997
B0KD7ZVSRS,天朗·莱茵小城3期,120302,商务住宅;住宅区;住宅小区,昆明路103号,108.857684,34.255049,108.851184,34.249049
B0FFFSH0TT,天朗·蓝湖树,120302,商务住宅;住宅区;住宅小区,丈八北路与科技路交汇处西南角,108.870085,34.235333,108.863585,34.229333
B0LD4OQA0Q,天朗莱茵小城-东区,120302,商务住宅;住宅区;住宅小区,昆明路辅路与唐宝巷交叉口西北440米,108.863520,34.254745,108.857020,34.248745
B001D09D0X,天朗蔚蓝领寓,120302,商务住宅;住宅区;住宅小区,大庆路11号(玉祥门地铁站A西北口步行360米),108.917120,34.270645,108.910620,34.264645
B001D06Z70,天泽大厦,120201,商务住宅;楼宇;商务写字楼,科技二路西安软件园,108.877980,34.222968,108.871480,34.216968
B001D08E50,天润大厦,120201,商务住宅;楼宇;商务写字楼,太白北路260号(边家村地铁站A口步行380米),108.923115,34.244904,108.916615,34.238904
B001D0WLSO,天然气小区,120302,商务住宅;住宅区;住宅小区,汉城南路69号,108.872885,34.257356,108.866385,34.251356
B0LKNZPJZN,天珑,120302,商务住宅;住宅区;住宅小区,西三环辅路与西三环路南段交叉口西120米,108.842975,34.210925,108.836475,34.204925
B0FFFYRO7X,天琴湾,120302,商务住宅;住宅区;住宅小区,郭杜街道郭杜西街60号(郭杜西地铁站D口步行370米),108.849743,34.161428,108.843243,34.155428
B001D10W6I,天网大厦,120201,商务住宅;楼宇;商务写字楼,丈八六路51号,108.856600,34.185711,108.850100,34.179711
B0LG417LN2,天虹园区,120100,商务住宅;产业园区;产业园区,上林苑四路与毕原一路交叉口东北160米,108.819875,34.170175,108.813375,34.164175
B0FFM4X1YR,天诚科技产业园,120100,商务住宅;产业园区;产业园区,富源四路与鱼跃路交叉口南80米,108.820826,34.240911,108.814326,34.234911
B0LR0OP1FV,天谷二,120000,商务住宅;商务住宅相关;商务住宅相关,天谷二路与西三环路南段交叉口西180米,108.840025,34.232325,108.833525,34.226325
B0LR0XPNIU,天谷六路软件公寓A座,120201,商务住宅;楼宇;商务写字楼,"云水一路以东,天谷六路以北软件公寓软件新城",108.839126,34.216803,108.832626,34.210803
B0FFIB7WPV,太和时代广场,120203,商务住宅;楼宇;商住两用楼宇,唐延路北段20号,108.886997,34.247451,108.880497,34.241451
B0IB27SLT8,太和时代广场A座,120201,商务住宅;楼宇;商务写字楼,沣惠南路与花影巷交叉口西北约60米,108.887473,34.247148,108.880973,34.241148
B0FFM6RHYH,太和时代广场B座,120201,商务住宅;楼宇;商务写字楼,唐延路北段20号,108.886665,34.247101,108.880165,34.241101
B0FFM1NI8G,太和时代广场C座,120201,商务住宅;楼宇;商务写字楼,唐延路北段20号太和时代广场,108.886790,34.247788,108.880290,34.241788
B0FFM1TLKD,太和时代广场D座,120201,商务住宅;楼宇;商务写字楼,唐延路北段20号太和时代广场,108.887477,34.247767,108.880977,34.241767
B0FFHKFLGS,太奥广场东郡,120302,商务住宅;住宅区;住宅小区,丰禾路与杏园路交叉口西南140米,108.896166,34.279984,108.889666,34.273984
B0FFIFRXOV,太奥青年家,120302,商务住宅;住宅区;住宅小区,红庙坡街道沣惠北路101号,108.893837,34.279278,108.887337,34.273278
B0LR0OQ08E,太白北路199号益兴综合附属楼,120201,商务住宅;楼宇;商务写字楼,太白北路与大学南路交叉口东南60米,108.923775,34.245625,108.917275,34.239625
B0FFM45VA3,太白南路社区,120302,商务住宅;住宅区;住宅小区,陕西省西安市雁塔区电子一路西部电子商城人人乐北侧,108.914085,34.215627,108.907585,34.209627
B0FFIKISB6,太白小区,120302,商务住宅;住宅区;住宅小区,吉祥路与永松路交叉口西220米,108.920421,34.222309,108.913921,34.216309
B001D0VUU0,太白居,120302,商务住宅;住宅区;住宅小区,吉祥路183号(太白南路地铁站D3东北口步行250米),108.920006,34.224516,108.913506,34.218516
B0FFF6503G,太白星座,120203,商务住宅;楼宇;商住两用楼宇,太白北路199号(边家村地铁站A口步行440米),108.923950,34.244946,108.917450,34.238946
B0J39AEDAW,太白社区,120302,商务住宅;住宅区;住宅小区,太白北路与大学南路交叉口南120米,108.923134,34.244850,108.916634,34.238850
B001D0ZW2W,太白里,120302,商务住宅;住宅区;住宅小区,太白南路8号(兰乔圣菲对面),108.900919,34.208230,108.894419,34.202230
B0FFIC6GCT,奇奇花园,120300,商务住宅;住宅区;住宅区,锦业四路与造字台路交叉口东北280米,108.853725,34.175887,108.847225,34.169887
B0FFM7Q1EB,奥园和悦府,120302,商务住宅;住宅区;住宅小区,城南南三环与子午大道东南角,108.906410,34.185984,108.899910,34.179984
B0FFHIW2PK,好景家园,120302,商务住宅;住宅区;住宅小区,丈八六路与锦业二路十字向南200米,108.856344,34.179487,108.849844,34.173487
B0L0DNM1P7,如意公寓,120300,商务住宅;住宅区;住宅区,锦业三路与造字台路交叉口东380米,108.855577,34.178142,108.849077,34.172142
B0L3ASTY0R,姑娘楼A座,120200,商务住宅;楼宇;楼宇相关,科技三路与博文路交叉口北180米,108.900225,34.220675,108.893725,34.214675
B0FFLKRV6S,学府公寓,120302|100200,商务住宅;住宅区;住宅小区|住宿服务;旅馆招待所;旅馆招待所,神禾四路与南长安路交叉口西140米,108.939719,34.131391,108.933219,34.125391
B0FFG14Z5D,学林雅苑,120302,商务住宅;住宅区;住宅小区,西北大学长安校区北侧(学府大道和文苑中路交汇处),108.879268,34.150648,108.872768,34.144648
B001D074LU,学林雅苑,120302,商务住宅;住宅区;住宅小区,大学南路70号,108.927018,34.245642,108.920518,34.239642
B001D09T95,宁合世嘉,120302,商务住宅;住宅区;住宅小区,丰镐西路191号,108.878943,34.260209,108.872443,34.254209
B0LRYSVHIU,宁静致远家园,120302,商务住宅;住宅区;住宅小区,樊川路x104县,108.969962,34.131684,108.963462,34.125684
B0LR0ONJV4,宇翔新能源产业园,120100,商务住宅;产业园区;产业园区,南区路与金桥路交叉口南120米,108.832475,34.271975,108.825975,34.265975
B0K35RQ5S8,安居·乐筑(国际医学中心店),120000,商务住宅;商务住宅相关;商务住宅相关,郭杜西街972号,108.854202,34.159047,108.847702,34.153047
B0LR37EA37,安居·乐筑(西三环店),120000,商务住宅;商务住宅相关;商务住宅相关,鱼斗路242号苏宁云著15号楼,108.841579,34.221709,108.835079,34.215709
B0L6999FYN,安居生活荟,120000,商务住宅;商务住宅相关;商务住宅相关,石桥一路与石桥路交叉口南120米,108.847126,34.240492,108.840626,34.234492
B0IGBAKMYE,安欣公寓,120000,商务住宅;商务住宅相关;商务住宅相关,南长安街何家营老村三组最北边第一个巷子向内走50米左右弹棉花隔壁,108.940998,34.132863,108.934498,34.126863
B0L35ADMT8,安泰测试楼,120201,商务住宅;楼宇;商务写字楼,振业路与经三十路交叉口西北80米,108.821925,34.155525,108.815425,34.149525
B0LRFH6YKG,安美北栅栏,120000,商务住宅;商务住宅相关;商务住宅相关,兰台路与孜学巷交叉口西20米,108.907525,34.155175,108.901025,34.149175
B0LBS7K079,安荣国际,120203,商务住宅;楼宇;商住两用楼宇,丰禾路与杏园路交叉口东南80米,108.898294,34.280162,108.891794,34.274162
B001D0WPCS,安荣大厦,120201,商务住宅;楼宇;商务写字楼,科技路9号,108.910895,34.228559,108.904395,34.222559
B0FFGD19IM,安装公司家属院,120302,商务住宅;住宅区;住宅小区,太白南路与科创路交叉口东北100米,108.915913,34.222724,108.909413,34.216724
B0LAGUQTWU,宏信花园大使级公馆,120302,商务住宅;住宅区;住宅小区,大车家巷与南院门交叉口南160米,108.942730,34.254083,108.936230,34.248083
B001D110TC,宏府·麒麟山,120302,商务住宅;住宅区;住宅小区,大寨路129号,108.861713,34.246740,108.855213,34.240740
B0FFF38H8C,宏府鹍翔九天,120302,商务住宅;住宅区;住宅小区,枣园街道汉城南路,108.869251,34.256496,108.862751,34.250496
B0L17S8KOL,宏府鹍翔九天A区,120302,商务住宅;住宅区;住宅小区,汉城南路辅路与中堡子村北路交叉口西北140米,108.871498,34.258006,108.864998,34.252006
B0LGPZKT5V,宏府鹍翔九天D区,120302,商务住宅;住宅区;住宅小区,中堡子村北路与汉城南路交叉口西北20米,108.868560,34.257102,108.862060,34.251102
B0LB15ZOGW,宏府鹍翔九天E区,120302,商务住宅;住宅区;住宅小区,汉城南路与中堡子村北路交叉口南140米,108.868902,34.255605,108.862402,34.249605
B0FFIAJQ9U,宏府鹍翔荟,120302,商务住宅;住宅区;住宅小区,汉城南路8号(汉城南路地铁站D口步行190米),108.871254,34.255638,108.864754,34.249638
B0FFI9HXR1,宜沃空间,120201,商务住宅;楼宇;商务写字楼,雁塔区高新区科技二路与沣惠南路十字西南角泰华金贸国际4号楼五层,108.887497,34.224727,108.880997,34.218727
B0L1TKZIWJ,宝儿社区团购,060000|120000,购物服务;购物相关场所;购物相关场所|商务住宅;商务住宅相关;商务住宅相关,阿房一路6号巨威·大秦郡,108.845725,34.266725,108.839225,34.260725
B0HGY5XW84,宝天大厦,120201,商务住宅;楼宇;商务写字楼,科技六路与丈八北路十字向南300米,108.872869,34.209045,108.866369,34.203045
B0FFKW17D2,宝德.云谷国际商务云中心B座,120201,商务住宅;楼宇;商务写字楼,南三环路西段与锦业五街交叉口西北80米,108.873444,34.190334,108.866944,34.184334
B0FFFPSLIJ,宝德·云谷国际,120201,商务住宅;楼宇;商务写字楼,锦业六街与南三环路西段交叉口东北100米,108.873130,34.190486,108.866630,34.184486
